Year,State,Government_Function,Full_Time_Employment,Full_Time_Payroll
2020,SC,Electric Power,1630,12549471
2020,SC,Gas Supply,0,0
2020,SC,Transit,0,0
2020,SC,Education Total,32798,175869632
2020,SC,Education - Elementary and Secondary Total,0,0
2020,SC,Education - Elementary and Secondary Instructional,0,0
2020,SC,Education - Elementary and Secondary Other,0,0
2020,SC,Education - Higher Education Total,29910,163180652
2020,SC,Education - Higher Education Instructional,10330,74321899
2020,SC,Education - Higher Education Other,19580,88858753
2020,SC,Education - Other,2888,12688980
2020,SC,Libraries,43,183082
2020,SC,State liquor stores,0,0
2020,SC,All other and unallocable,1714,7366456
2020,SD,Total - All Government Employment Functions,12581,62392889
2020,SD,Financial Administration,401,2396891
2020,SD,Other Government Administration,345,1758344
2020,SD,Judicial and Legal,725,4118302
2020,SD,Police Protection Total,356,1775288
2020,SD,Police Protection - Persons with Power of Arrest,224,1238024
2020,SD,Police Protection - Other,132,537264
2020,SD,Fire Protection Total,0,0
2020,SD,Fire Protection - Firefighters,0,0
2020,SD,Fire Protection - Other,0,0
2020,SD,Corrections,718,3043389
2020,SD,Highways,966,4707245
2020,SD,Air Transportation,0,0
2020,SD,Sea and Inland Port Facilities,0,0
2020,SD,Public Welfare,1515,6718745
2020,SD,Health,623,3431047
2020,SD,Hospitals,272,1038085
2020,SD,Social Insurance Administration,221,874969
2020,SD,Solid Waste Management,0,0
2020,SD,Sewerage,0,0
2020,SD,Parks and Recreation,133,561208
2020,SD,Housing and Community Development,0,0
2020,SD,Natural Resources,786,3503545
2020,SD,Water Supply,0,0
2020,SD,Electric Power,0,0
2020,SD,Gas Supply,0,0
2020,SD,Transit,0,0
2020,SD,Education Total,4710,24234972
2020,SD,Education - Elementary and Secondary Total,0,0
2020,SD,Education - Elementary and Secondary Instructional,0,0
2020,SD,Education - Elementary and Secondary Other,0,0
2020,SD,Education - Higher Education Total,4307,22372786
2020,SD,Education - Higher Education Instructional,1508,10299760
2020,SD,Education - Higher Education Other,2799,12073026
2020,SD,Education - Other,403,1862186
2020,SD,Libraries,0,0
2020,SD,State liquor stores,0,0
2020,SD,All other and unallocable,810,4230859
2020,TN,Total - All Government Employment Functions,71353,358905396
2020,TN,Financial Administration,4313,23634511
2020,TN,Other Government Administration,763,3694922
2020,TN,Judicial and Legal,2667,17585702
2020,TN,Police Protection Total,1752,10046539
2020,TN,Police Protection - Persons with Power of Arrest,1216,7640875
2020,TN,Police Protection - Other,536,2405664
2020,TN,Fire Protection Total,0,0
2020,TN,Fire Protection - Firefighters,0,0
2020,TN,Fire Protection - Other,0,0
2020,TN,Corrections,5732,23180353
2020,TN,Highways,4040,17590279
2020,TN,Air Transportation,0,0
2020,TN,Sea and Inland Port Facilities,0,0
2020,TN,Public Welfare,7427,31169191
2020,TN,Health,4043,20637983
2020,TN,Hospitals,2818,12509613
2020,TN,Social Insurance Administration,586,2178453
2020,TN,Solid Waste Management,0,0
2020,TN,Sewerage,0,0
2020,TN,Parks and Recreation,902,3111623
2020,TN,Housing and Community Development,0,0
2020,TN,Natural Resources,3313,16306306
2020,TN,Water Supply,0,0
2020,TN,Electric Power,0,0
2020,TN,Gas Supply,0,0
2020,TN,Transit,0,0
2020,TN,Education Total,29993,163093042
2020,TN,Education - Elementary and Secondary Total,0,0
2020,TN,Education - Elementary and Secondary Instructional,0,0
2020,TN,Education - Elementary and Secondary Other,0,0
2020,TN,Education - Higher Education Total,28033,154074400
2020,TN,Education - Higher Education Instructional,9655,70762003
2020,TN,Education - Higher Education Other,18378,83312397
2020,TN,Education - Other,1960,9018642
2020,TN,Libraries,0,0
2020,TN,State liquor stores,0,0
2020,TN,All other and unallocable,3004,14166879
2020,TX,Total - All Government Employment Functions,290001,1687520304
2020,TX,Financial Administration,8586,49259954
2020,TX,Other Government Administration,1899,10269789
2020,TX,Judicial and Legal,5668,37103213
2020,TX,Police Protection Total,7337,50121655
2020,TX,Police Protection - Persons with Power of Arrest,4099,34615001
2020,TX,Police Protection - Other,3238,15506654
2020,TX,Fire Protection Total,0,0
2020,TX,Fire Protection - Firefighters,0,0
2020,TX,Fire Protection - Other,0,0
2020,TX,Corrections,37980,147059587
2020,TX,Highways,12677,65955725
2020,TX,Air Transportation,0,0
2020,TX,Sea and Inland Port Facilities,0,0
2020,TX,Public Welfare,24832,103298364
2020,TX,Health,21108,112267318
2020,TX,Hospitals,24652,130569397
2020,TX,Social Insurance Administration,4494,18570187
2020,TX,Solid Waste Management,0,0
2020,TX,Sewerage,0,0
2020,TX,Parks and Recreation,1140,4172442
2020,TX,Housing and Community Development,0,0
2020,TX,Natural Resources,10111,52645906
2020,TX,Water Supply,0,0
2020,TX,Electric Power,0,0
2020,TX,Gas Supply,0,0
2020,TX,Transit,0,0
2020,TX,Education Total,121952,865773774
2020,TX,Education - Elementary and Secondary Total,132,643382
2020,TX,Education - Elementary and Secondary Instructional,111,555321
2020,TX,Education - Elementary and Secondary Other,21,88061
2020,TX,Education - Higher Education Total,119494,851477423
2020,TX,Education - Higher Education Instructional,34052,367279657
2020,TX,Education - Higher Education Other,85442,484197766
2020,TX,Education - Other,2326,13652969
2020,TX,Libraries,0,0
2020,TX,State liquor stores,0,0
2020,TX,All other and unallocable,7565,40452993
2020,UT,Total - All Government Employment Functions,55987,321977716
2020,UT,Financial Administration,2423,13744353
2020,UT,Other Government Administration,345,2066037
2020,UT,Judicial and Legal,1589,9375481
2020,UT,Police Protection Total,860,4439764
2020,UT,Police Protection - Persons with Power of Arrest,462,2672388
2020,UT,Police Protection - Other,398,1767376
2020,UT,Fire Protection Total,0,0
2020,UT,Fire Protection - Firefighters,0,0
2020,UT,Fire Protection - Other,0,0
2020,UT,Corrections,2977,13176632
2020,UT,Highways,1594,8419914
2020,UT,Air Transportation,0,0
2020,UT,Sea and Inland Port Facilities,0,0
2020,UT,Public Welfare,2818,11090908
2020,UT,Health,2267,10675218
2020,UT,Hospitals,10883,54454249
2020,UT,Social Insurance Administration,920,3957059
2020,UT,Solid Waste Management,0,0
2020,UT,Sewerage,0,0
2020,UT,Parks and Recreation,265,1048998
2020,UT,Housing and Community Development,0,0
2020,UT,Natural Resources,1318,5844647
2020,UT,Water Supply,0,0
2020,UT,Electric Power,0,0
2020,UT,Gas Supply,0,0
2020,UT,Transit,0,0
2020,UT,Education Total,25742,174325462
2020,UT,Education - Elementary and Secondary Total,0,0
2020,UT,Education - Elementary and Secondary Instructional,0,0
2020,UT,Education - Elementary and Secondary Other,0,0
2020,UT,Education - Higher Education Total,24153,166424267
2020,UT,Education - Higher Education Instructional,8901,87825868
2020,UT,Education - Higher Education Other,15252,78598399
2020,UT,Education - Other,1589,7901195
2020,UT,Libraries,0,0
2020,UT,State liquor stores,330,974461
2020,UT,All other and unallocable,1656,8384533
2020,VT,Total - All Government Employment Functions,12625,75914167
2020,VT,Financial Administration,778,4642239
2020,VT,Other Government Administration,480,2567724
2020,VT,Judicial and Legal,655,4104868
2020,VT,Police Protection Total,572,4279789
2020,VT,Police Protection - Persons with Power of Arrest,354,2986110
2020,VT,Police Protection - Other,218,1293679
2020,VT,Fire Protection Total,0,0
2020,VT,Fire Protection - Firefighters,0,0
2020,VT,Fire Protection - Other,0,0
2020,VT,Corrections,983,5656817
2020,VT,Highways,981,5225655
2020,VT,Air Transportation,0,0
2020,VT,Sea and Inland Port Facilities,0,0
2020,VT,Public Welfare,1461,8154820
2020,VT,Health,466,2874917
2020,VT,Hospitals,226,1362735
2020,VT,Social Insurance Administration,207,1028372
2020,VT,Solid Waste Management,0,0
2020,VT,Sewerage,0,0
2020,VT,Parks and Recreation,116,612899
2020,VT,Housing and Community Development,0,0
2020,VT,Natural Resources,581,3480974
2020,VT,Water Supply,0,0
2020,VT,Electric Power,0,0
2020,VT,Gas Supply,0,0
2020,VT,Transit,0,0
2020,VT,Education Total,3973,25063977
2020,VT,Education - Elementary and Secondary Total,0,0
2020,VT,Education - Elementary and Secondary Instructional,0,0
2020,VT,Education - Elementary and Secondary Other,0,0
2020,VT,Education - Higher Education Total,3641,23145875
2020,VT,Education - Higher Education Instructional,909,9202269
2020,VT,Education - Higher Education Other,2732,13943606
2020,VT,Education - Other,332,1918102
2020,VT,Libraries,0,0
2020,VT,State liquor stores,67,361415
2020,VT,All other and unallocable,1079,6496966
2020,VA,Total - All Government Employment Functions,109624,625460524
2020,VA,Financial Administration,4459,21718107
2020,VA,Other Government Administration,614,4078609
2020,VA,Judicial and Legal,3824,21242300
2020,VA,Police Protection Total,3073,17896918
2020,VA,Police Protection - Persons with Power of Arrest,2309,14663425
2020,VA,Police Protection - Other,764,3233493
2020,VA,Fire Protection Total,0,0
2020,VA,Fire Protection - Firefighters,0,0
2020,VA,Fire Protection - Other,0,0
2020,VA,Corrections,13092,51147490
2020,VA,Highways,7496,41561872
2020,VA,Air Transportation,0,0
2020,VA,Sea and Inland Port Facilities,224,1724559
2020,VA,Public Welfare,3095,15922284
2020,VA,Health,6753,35120742
2020,VA,Hospitals,10414,56290812
2020,VA,Social Insurance Administration,999,4614282
2020,VA,Solid Waste Management,0,0
2020,VA,Sewerage,0,0
2020,VA,Parks and Recreation,799,3406953
2020,VA,Housing and Community Development,412,3176185
2020,VA,Natural Resources,2213,13897995
2020,VA,Water Supply,0,0
2020,VA,Electric Power,0,0
2020,VA,Gas Supply,0,0
2020,VA,Transit,0,0
2020,VA,Education Total,47379,308094559
2020,VA,Education - Elementary and Secondary Total,0,0
2020,VA,Education - Elementary and Secondary Instructional,0,0
2020,VA,Education - Elementary and Secondary Other,0,0
2020,VA,Education - Higher Education Total,45499,298048521
2020,VA,Education - Higher Education Instructional,17769,155269281
2020,VA,Education - Higher Education Other,27730,142779240
2020,VA,Education - Other,1880,10046038
2020,VA,Libraries,0,0
2020,VA,State liquor stores,1099,4266599
2020,VA,All other and unallocable,3679,21300258
2020,WA,Total - All Government Employment Functions,114558,740433408
2020,WA,Financial Administration,2825,18909695
2020,WA,Other Government Administration,929,5067238
2020,WA,Judicial and Legal,2220,15917222
2020,WA,Police Protection Total,2272,16500851
2020,WA,Police Protection - Persons with Power of Arrest,1157,10047479
2020,WA,Police Protection - Other,1115,6453372
2020,WA,Fire Protection Total,0,0
2020,WA,Fire Protection - Firefighters,0,0
2020,WA,Fire Protection - Other,0,0
2020,WA,Corrections,9478,54850271
2020,WA,Highways,6741,44792991
2020,WA,Air Transportation,0,0
2020,WA,Sea and Inland Port Facilities,3,20585
2020,WA,Public Welfare,11336,63942575
2020,WA,Health,8198,45484664
2020,WA,Hospitals,12412,81418898
2020,WA,Social Insurance Administration,1784,9828776
2020,WA,Solid Waste Management,480,3026551
2020,WA,Sewerage,0,0
2020,WA,Parks and Recreation,573,3051489
2020,WA,Housing and Community Development,74,594026
2020,WA,Natural Resources,4639,24606443
2020,WA,Water Supply,0,0
2020,WA,Electric Power,0,0
2020,WA,Gas Supply,0,0
2020,WA,Transit,0,0
2020,WA,Education Total,43415,310301675
2020,WA,Education - Elementary and Secondary Total,0,0
2020,WA,Education - Elementary and Secondary Instructional,0,0
2020,WA,Education - Elementary and Secondary Other,0,0
2020,WA,Education - Higher Education Total,42267,303774597
2020,WA,Education - Higher Education Instructional,15132,149744142
2020,WA,Education - Higher Education Other,27135,154030455
2020,WA,Education - Other,1148,6527078
2020,WA,Libraries,0,0
2020,WA,State liquor stores,348,1976270
2020,WA,All other and unallocable,6831,40143188
2020,WV,Total - All Government Employment Functions,35289,161441249
2020,WV,Financial Administration,1790,6496974
2020,WV,Other Government Administration,305,1325158
2020,WV,Judicial and Legal,1666,8376551
2020,WV,Police Protection Total,1007,4986932
2020,WV,Police Protection - Persons with Power of Arrest,638,3743274
2020,WV,Police Protection - Other,369,1243658
2020,WV,Fire Protection Total,0,0
2020,WV,Fire Protection - Firefighters,0,0
2020,WV,Fire Protection - Other,0,0
2020,WV,Corrections,3273,11565791
2020,WV,Highways,5044,20552610
2020,WV,Air Transportation,3,13856
2020,WV,Sea and Inland Port Facilities,2,9893
2020,WV,Public Welfare,3152,10095672
2020,WV,Health,748,2967938
2020,WV,Hospitals,1234,3940357
2020,WV,Social Insurance Administration,396,1501883
2020,WV,Solid Waste Management,10,45221
2020,WV,Sewerage,0,0
2020,WV,Parks and Recreation,346,1089936
2020,WV,Housing and Community Development,0,0
2020,WV,Natural Resources,1610,7035261
2020,WV,Water Supply,0,0
2020,WV,Electric Power,0,0
2020,WV,Gas Supply,0,0
2020,WV,Transit,6,30381
2020,WV,Education Total,12272,71092757
2020,WV,Education - Elementary and Secondary Total,0,0
2020,WV,Education - Elementary and Secondary Instructional,0,0
2020,WV,Education - Elementary and Secondary Other,0,0
2020,WV,Education - Higher Education Total,11174,65630899
2020,WV,Education - Higher Education Instructional,4484,31546262
2020,WV,Education - Higher Education Other,6690,34084637
2020,WV,Education - Other,1098,5461858
2020,WV,Libraries,0,0
2020,WV,State liquor stores,74,246435
2020,WV,All other and unallocable,2351,10067643
2020,WI,Total - All Government Employment Functions,55756,333413742
2020,WI,Financial Administration,2382,14202680
2020,WI,Other Government Administration,824,4440708
2020,WI,Judicial and Legal,2285,15857447
2020,WI,Police Protection Total,783,4911308
2020,WI,Police Protection - Persons with Power of Arrest,546,3734406
2020,WI,Police Protection - Other,237,1176902
2020,WI,Fire Protection Total,0,0
2020,WI,Fire Protection - Firefighters,0,0
2020,WI,Fire Protection - Other,0,0
2020,WI,Corrections,8698,45085964
2020,WI,Highways,1267,7854934
2020,WI,Air Transportation,0,0
2020,WI,Sea and Inland Port Facilities,0,0
2020,WI,Public Welfare,1934,9955793
2020,WI,Health,1421,8100756
2020,WI,Hospitals,3344,15005631
2020,WI,Social Insurance Administration,693,3159620
2020,WI,Solid Waste Management,0,0
2020,WI,Sewerage,0,0
2020,WI,Parks and Recreation,147,730779
2020,WI,Housing and Community Development,0,0
2020,WI,Natural Resources,2024,10840838
2020,WI,Water Supply,0,0
2020,WI,Electric Power,0,0
2020,WI,Gas Supply,0,0
2020,WI,Transit,0,0
2020,WI,Education Total,25745,168072672
2020,WI,Education - Elementary and Secondary Total,0,0
2020,WI,Education - Elementary and Secondary Instructional,0,0
2020,WI,Education - Elementary and Secondary Other,0,0
2020,WI,Education - Higher Education Total,24846,163127825
2020,WI,Education - Higher Education Instructional,7917,65753144
2020,WI,Education - Higher Education Other,16929,97374681
2020,WI,Education - Other,899,4944847
2020,WI,Libraries,0,0
2020,WI,State liquor stores,0,0
2020,WI,All other and unallocable,4209,25194612
2020,WY,Total - All Government Employment Functions,11778,57838519
2020,WY,Financial Administration,694,3823679
2020,WY,Other Government Administration,90,526535
2020,WY,Judicial and Legal,566,3487498
2020,WY,Police Protection Total,282,1420009
2020,WY,Police Protection - Persons with Power of Arrest,193,894189
